,State,County,Population_Estimate_2015,LACCESS_POP15,LACCESS_LOWI15,LACCESS_HHNV15,LACCESS_SNAP15,LACCESS_CHILD15,LACCESS_SENIORS15,LACCESS_WHITE15,LACCESS_BLACK15,LACCESS_HISP15,LACCESS_NHASIAN15,LACCESS_NHNA15,LACCESS_MULTIR15,FOODINSEC_15_17,VLFOODSEC_15_17,MEDHHINC15,POVRATE15,GROC15,SUPERC15,CONVS15,SPECS15,WICS15,FFR15,SNAPS15
0,AL,Autauga,54838,17496.69304,6543.676824,677.6727692,931.9351864,4616.97148,2180.809285,12640.61541,4216.473194,471.1361644,86.76797517,61.16986917,482.8486329,16.3,7.1,56580,12.7,2.899632095,1,31,1,5,44.50183952,45.03050032
1,AL,Baldwin,202995,30561.26443,9886.831137,1394.162766,950.5352897,7007.972675,5580.66279,25483.18681,3540.965826,1377.874834,212.9463784,181.6496483,1127.696098,16.3,7.1,52387,12.9,29.1003679,7.050183952,118.5520235,27.35128767,28.1003679,157.7564383,191.9802302
2,AL,Barbour,26294,6069.523628,2948.790251,425.1449274,422.5690403,1031.927776,824.1752624,2828.876711,2713.12493,509.3775251,17.09641004,39.96052669,462.382655,16.3,7.1,31433,32,3.899632095,1.050183952,18.84944814,1.949816048,5.949816048,23.20073581,36.05854794
3,AL,Bibb,22562,969.378841,596.1628288,224.3881246,53.81877202,232.6426702,137.6882309,540.5122387,419.0999425,8.596762482,1.994317987,2.513097181,5.259244042,16.3,7.1,40767,22.2,4.949816048,1,14.79926419,0,4.949816048,7.050183952,18.26285258
4,AL,Blount,57522,3724.428242,1650.959482,719.931444,175.3703384,910.686113,505.9142824,3387.241266,95.84268727,497.4898913,8.428994396,28.93824223,202.9141865,16.3,7.1,50487,14.7,4.899632095,1,26.84944814,-0.050183952,8,23.15055186,40.27539856
5,AL,Bullock,10400,4141.900365,2154.7893,415.8613008,225.322525,616.7153899,566.5393544,1462.196457,2634.506685,24.07888941,0.968748205,7.70528758,36.52317132,16.3,7.1,28251,39.6,3.050183952,0,6.20073581,-0.050183952,3.050183952,2.949816048,9.957566865
6,AL,Butler,20176,1304.328756,612.9347608,320.168301,91.43779529,264.1401156,254.7681402,729.7324117,550.9011026,11.08490189,4.955498356,7.298759186,11.44098716,16.3,7.1,33868,25.8,3,1,22,0,4,18.05018395,24.79957078
7,AL,Calhoun,115536,27785.98677,10883.20997,1235.289629,1931.256358,6167.764487,4455.312468,21058.35896,5465.72518,970.8931906,235.0712025,118.2965151,886.5734644,16.3,7.1,42091,20,27.15055186,4.050183952,83.84944814,0.949816048,20.05018395,95.20073581,135.9038141
8,AL,Chambers,34007,7131.505717,3533.916216,730.2010667,502.6320283,1595.35385,1266.433475,4281.110416,2616.963013,126.7866311,108.4934056,20.68814574,104.1896201,16.3,7.1,35560,22.4,6.949816048,1,21.79926419,1,6,29.30110371,35.7377606
9,AL,Cherokee,25739,103.5224989,57.46490172,299.8869228,4.888563305,18.74760093,13.77900349,100.8908362,1.410913298,0.348952026,0,0.217044921,1.003704677,16.3,7.1,39144,19.4,5.050183952,1,18.05018395,-0.050183952,3.899632095,14.8996321,27.23684084
10,AL,Chilton,43717,1469.89911,637.4195275,641.1107684,115.4552044,337.0499231,246.4547517,1125.956187,245.0090637,80.89555631,2.446085968,9.4605826,59.31806504,16.3,7.1,42767,20.2,4.899632095,1,33,2.899632095,5.949816048,22.05018395,42.2867182
11,AL,Choctaw,13233,2702.895199,1010.379176,423.0366236,360.0712887,557.5538692,452.8804652,743.8167363,1945.209927,11.32193666,0,5.000000157,8.86854066,16.3,7.1,35089,24.4,3,0,14.94981605,-0.050183952,3,6,14.32048076
12,AL,Clarke,24703,5712.926332,2881.596829,943.7213259,428.8808925,1523.27705,842.5925592,2229.402621,3395.893712,80.77300899,13.88110232,17.7697486,54.99088723,16.3,7.1,37317,22.2,6.050183952,2,12.84944814,0.949816048,7.899632095,25.05018395,35.96593086
13,AL,Clay,13413,642.7409199,324.1809049,192.8890387,41.04094818,143.2278427,109.3991982,558.463331,64.565817,11.1301352,0.960742453,2.767728446,15.9832988,16.3,7.1,38908,18.4,3,0,6.050183952,0,3,4,11.21685062
14,AL,Cleburne,14917,789.5351429,310.177285,209.2639517,39.54564864,188.5216706,112.0748496,771.7754258,1.903723478,13.6692528,0.119914184,1.679663426,14.05641705,16.3,7.1,42136,18.9,1.949816048,0,12.15055186,0,3.949816048,4.849448143,11.94083888
15,AL,Coffee,50952,10486.08598,2987.491344,543.2931099,396.5443378,2569.549716,1103.329245,8462.375776,1130.790729,606.8316581,233.563263,108.205788,521.2422909,16.3,7.1,46858,16.2,7.100367905,1,29.20073581,0,7.050183952,40.20073581,42.92595042
16,AL,Colbert,54370,11095.6663,3565.961744,682.2699334,838.6799864,2607.221979,1868.019982,9455.683577,1254.05606,199.1002813,81.87426588,38.72050789,264.3318978,16.3,7.1,41171,18.1,7.899632095,1,44.79926419,4,9,53.25091976,63.36383366
17,AL,Conecuh,12680,3558.35944,1750.034804,325.6632103,428.0440601,694.9691778,749.7020029,2548.220255,943.5728711,21.90984193,3.985779594,14.39512161,48.18541346,16.3,7.1,29981,28.3,0.79926419,0,14.84944814,-0.050183952,2,7.20073581,15.48622766
18,AL,Coosa,10938,2828.930334,1168.301536,280.1719889,147.3142863,500.4463765,564.9494347,2311.026408,480.2009476,28.54339624,1.610866123,3.342021793,32.66927264,16.3,7.1,36078,20.3,1.050183952,0,7.849448143,0,1,1.050183952,7.100367905
19,AL,Covington,37551,3769.122248,1650.453898,512.5427244,221.6449954,783.9709878,728.613374,3387.282897,316.6222947,26.08843548,4.166840099,18.7227853,42.32742636,16.3,7.1,36355,22.3,5.849448143,1,34.05018395,2.949816048,6.849448143,27.20073581,54.35098108
20,AL,Crenshaw,13857,5278.966487,2369.451736,250.8755645,442.4002256,1278.332947,758.593092,3871.50898,1288.965249,35.68250291,9.556122019,15.7820747,93.15406389,16.3,7.1,36759,19.9,3.899632095,0,6.79926419,1.050183952,2.899632095,8.20073581,19.81242335
21,AL,Cullman,81764,5900.270202,2500.310001,1050.953043,354.2822244,1433.057497,1015.570676,5594.810444,33.56790932,366.7296901,55.31148202,24.17350347,191.1006126,16.3,7.1,39290,19.4,15.1003679,2.050183952,52.79926419,3.949816048,12.05018395,63.55202348,73.9118715
22,AL,Dale,49349,14036.97012,5306.194211,615.0935476,685.8509338,4144.065574,1364.677324,10039.80009,2721.590867,1217.465176,157.249138,108.6346007,990.8618411,16.3,7.1,45294,18.5,5.899632095,1,28.64871233,0.949816048,5.899632095,35.15055186,52.07354663
23,AL,Dallas,40948,7640.056868,5063.957922,988.8099812,1125.386849,1941.888555,1246.919871,1865.149459,5682.523935,51.47217931,20.94736255,8.772131744,62.49427703,16.3,7.1,29682,34.6,8,1,36,0,7.849448143,25.25091976,43.06864123
24,AL,DeKalb,71112,2679.852662,1540.906864,739.9427629,185.3580792,890.0090642,258.2532407,1727.096467,117.5070183,1077.655859,19.74817098,37.25713771,762.887411,16.3,7.1,37305,20.6,16.1003679,1,50.20073581,3.050183952,11,40.05018395,81.82048076
25,AL,Elmore,80924,15064.36659,5506.02451,981.2916718,580.8148285,3210.949788,1533.079912,9447.677189,5073.779727,421.3208563,56.90102571,58.96180271,422.0979895,16.3,7.1,53548,14,8.050183952,2,54.79926419,-0.050183952,8.899632095,39.35128767,66.88769928
26,AL,Escambia,37665,5058.775403,2766.608819,567.5967619,557.1417171,1201.964583,843.729216,3014.965811,1790.373305,96.48625212,3.611381238,111.9702098,137.3905455,16.3,7.1,36840,24.4,3.899632095,2.100367905,30.05018395,0,6,28.25091976,42.07496934
27,AL,Etowah,103003,23289.82682,9817.063943,1360.397062,1518.3736,4933.015842,4543.736213,18781.92115,3694.82784,517.4562776,133.5546985,61.23475166,612.9567331,16.3,7.1,42145,19,13.84944814,2,69.94981605,6.250919762,13.8996321,85.45165557,108.8763796
28,AL,Fayette,16693,407.3867531,233.5222242,444.9219842,56.52492789,90.732398,71.38033756,287.7605748,111.581957,5.931032412,0,0,8.044222686,16.3,7.1,37085,20.4,3.849448143,1,7.849448143,0,3.949816048,12.8996321,14.06691194
29,AL,Franklin,31541,3663.441736,1306.401173,456.15588,253.9985156,918.6996745,496.7614257,3072.714228,80.91393755,597.1944007,15.15059862,41.60029678,452.8548232,16.3,7.1,38535,21.1,10.20073581,1,19.39779257,1,7,17,33.20042922
30,AL,Geneva,26636,605.1933947,249.3572474,253.3625779,45.57798576,134.899977,93.38329902,537.236358,54.14462036,19.24613529,1.554446768,0.042956206,11.85222492,16.3,7.1,36289,22.4,9.949816048,0,15.05018395,1,7.050183952,9.949816048,32.00571493
31,AL,Greene,8509,2962.991009,1930.426929,314.0422534,461.3587508,721.1120285,475.5195007,409.2722489,2528.735765,20.35505475,1.927990615,10.13443429,12.92056825,16.3,7.1,25398,37.7,2,0,13.1003679,0,2,2.100367905,14.81660535
32,AL,Hale,15018,1864.54135,732.4471013,601.9782979,101.3286604,428.4938194,294.9883486,1261.208751,589.9220991,12.30251676,0,1.019297795,11.3912015,16.3,7.1,35470,28.5,1.849448143,0,11.94981605,0,1.899632095,10.30110371,14.20818004
33,AL,Henry,17106,805.472428,370.6379022,317.6457136,64.32821145,146.7563945,175.0371023,603.0660375,189.0334553,4.810767096,0,4.432499626,8.822786138,16.3,7.1,42501,17,1.949816048,0,11.84944814,2.050183952,4.050183952,13.15055186,12.33241357
34,AL,Houston,104268,18340.74904,6379.797852,918.3181199,740.7975315,4485.839386,2481.792342,13377.854,4003.033033,688.1757716,294.621203,56.85083658,597.9511357,16.3,7.1,43568,18.3,17.05018395,3,70.8996321,5.949816048,22,117.2545988,137.4528819
35,AL,Jackson,52218,4218.966738,1741.859186,755.9317365,228.7259969,961.3403094,652.2841802,3664.925587,241.5987459,208.2675456,21.47277523,62.36149315,224.8997688,16.3,7.1,40201,18.4,11,1,42.15055186,2,11,32.1003679,48.95726028
36,AL,Jefferson,660370,205657.8678,80804.25186,7229.28466,13857.45141,49882.8024,25970.64624,94905.921,102009.8965,7097.673679,1808.048713,476.945542,6376.995723,16.3,7.1,48415,18,107.2509198,19.05018395,459.050184,39.59852838,78.14687281,714.2191311,570.3116138
37,AL,Lamar,13925,229.9526122,109.3285386,238.5561045,20.65550239,52.4839962,37.98387996,220.0886158,8.289055073,1.002302255,0,0,1.574941804,16.3,7.1,36520,24.7,4,0,9.050183952,0,4,6.050183952,13.38351729
38,AL,Lauderdale,92477,12476.09671,4670.748106,1245.422925,561.9318651,2541.608172,2026.38679,10957.01665,1018.249505,301.1851901,117.0300874,56.00831915,318.3744717,16.3,7.1,43008,17.3,19,3.050183952,48.69889629,4.050183952,18.05018395,71.15055186,93.70645074
39,AL,Lawrence,33138,1648.244355,728.8412136,473.1504484,123.3616257,400.7185675,249.2459613,1367.633699,47.86130815,21.49996427,1.501416806,145.9137114,85.3342135,16.3,7.1,41771,18.7,2.849448143,1,19.94981605,1,3.899632095,14.84944814,27.254182
40,AL,Lee,157009,36835.88687,17179.56149,1269.090941,1435.265546,7548.528821,2684.66457,26724.41127,8133.649657,955.1692189,966.4745649,114.4710798,878.497843,16.3,7.1,46442,21,18.25091976,3,79.20073581,1.949816048,16.1003679,146.9069902,101.1231174
41,AL,Limestone,91571,9339.421673,2912.563689,838.9781231,553.1131358,1706.17085,1421.280344,6814.984993,2008.958288,426.7419985,30.41409064,60.60617422,422.220573,16.3,7.1,55060,14.3,9.849448143,1,59.15055186,2,7.949816048,52.60220743,68.12189106
42,AL,Lowndes,10353,2539.864392,1475.891758,455.8672131,285.6204594,711.2506775,354.5811705,608.9155986,1898.065363,22.67604521,2.048642036,2.329790331,28.50498,16.3,7.1,31117,35.2,2,0,9.050183952,0,1.899632095,1,13.07853816
43,AL,Macon,19306,8050.779305,4641.926293,890.3258681,1038.216701,1716.83212,1056.148068,570.9875049,7327.351578,88.36632594,44.15573905,1.810735915,106.4737744,16.3,7.1,29522,32.2,3.949816048,0,12.8996321,0,4,8.899632095,18.25091976
44,AL,Madison,352989,88544.03045,25001.49288,2335.562215,3342.170748,21193.92173,9827.749177,57839.33621,22812.55969,4985.633169,2694.851906,611.2013655,4507.154947,16.3,7.1,59117,13.3,46.40147162,14.20073581,217.3011037,23.40147162,44.35128767,334.6560704,264.952379
45,AL,Marengo,19760,5125.005617,2655.493659,574.561647,470.6906352,1257.125791,837.0627511,2038.559208,3024.890657,37.41690252,3.132893264,14.00154081,43.48723785,16.3,7.1,35389,23.3,2.899632095,1,21.15055186,1.050183952,4.949816048,18.20073581,22.69532746
46,AL,Marion,30123,1929.43172,1001.618039,535.5055797,193.5923009,425.1633118,367.8656876,1871.566598,11.79759099,25.1430527,0.259164271,2.634644657,36.11798151,16.3,7.1,34977,19.8,2.849448143,2,23.25091976,2.050183952,5.949816048,18.79926419,22.65830267
47,AL,Marshall,94606,10484.79843,4825.365658,1136.227181,668.3243587,2859.984217,1321.664777,8632.03877,222.1101267,1973.740234,102.8900483,79.38574487,1443.120781,16.3,7.1,40599,20.1,22,3,74.75275929,3.949816048,16.05018395,80.50183952,101.2437821
48,AL,Mobile,414935,103768.6435,42397.45022,3247.754796,7493.3497,26376.51271,13686.04782,64581.59954,34366.31486,2039.540255,1982.744933,565.076549,2216.348385,16.3,7.1,42530,18.4,55.84944814,10.1003679,251.104047,24.74908024,55.05018395,276.9534951,485.299681
49,AL,Monroe,21717,5711.640664,2961.82201,827.40221,337.6360418,1416.934228,938.620741,2315.948512,3238.340702,28.87325138,7.287220595,96.70832901,53.35589834,16.3,7.1,35163,28.6,4.949816048,1.050183952,13.8996321,0,4.899632095,10,26.72103262
50,AL,Montgomery,227244,66180.65498,33423.09991,2820.682724,6499.762557,17674.74411,6843.530965,19163.7968,43343.73473,3031.370982,713.3230211,186.4544664,2713.059912,16.3,7.1,42666,22.8,33.94981605,6,149.6523914,12.84944814,24.84944814,220.15791,214.5117365
51,AL,Morgan,119281,15514.27958,4880.212745,978.9835779,711.5724073,3921.753459,2186.843207,12662.05422,1756.218577,928.81404,111.746147,115.2630118,857.0973826,16.3,7.1,47234,16.4,17.94981605,2,94.79926419,3.849448143,17,89.64871233,118.8865832
52,AL,Perry,9638,881.5494764,517.3827952,349.456143,72.90019501,159.2575368,217.6382582,567.8617242,297.5798722,3.49094988,5.999999888,1.868662291,8.239215949,16.3,7.1,26218,40,2.949816048,0,8.050183952,0,2.949816048,2,10.6985897
53,AL,Pickens,20776,529.13864,176.1656846,477.7190807,56.07570179,103.1906839,98.17733732,291.9661605,232.8864244,6.898121381,1.000000015,0.093319718,3.192737319,16.3,7.1,33160,24.3,5.050183952,0,8.949816048,0,3.899632095,7.050183952,24.70430463
54,AL,Pike,33522,4535.497138,2074.066321,563.044138,291.7818507,1009.184568,497.6718258,2767.694595,1653.524687,39.67731306,26.38716711,24.23197596,62.63124005,16.3,7.1,34442,25.9,6.949816048,1,20.05018395,0,6,34.35128767,37.45369146
55,AL,Randolph,22598,3374.629464,1561.631639,457.7058926,253.2470043,810.1251029,525.1357038,2204.843872,1034.34836,132.2075919,6.730663712,13.52257442,114.1839968,16.3,7.1,37333,18.7,2.949816048,1,20.25091976,2,3.949816048,10.05018395,20.70461122
56,AL,Russell,58837,6225.855694,2936.812958,603.5345766,539.4591565,1455.563899,929.2611072,3353.236078,2667.162797,187.1887336,31.19048547,24.03185971,143.7785178,16.3,7.1,36124,23,12.20073581,1,35.05018395,-0.100367905,10.94981605,48.25091976,62.54753489
57,AL,St. Clair,86546,4561.840118,1310.619878,683.4964636,143.9795436,1096.368401,597.6681726,3950.901428,441.5126115,94.00880704,40.8617616,10.42954333,116.3840341,16.3,7.1,53558,12.4,14.1003679,3.050183952,52.79926419,1,11.8996321,55.45165557,74.49735094
58,AL,Shelby,209084,47122.31837,8393.492716,1358.981215,704.5995974,12433.8385,5195.247904,40786.1146,3590.150546,2432.816655,1017.045503,127.4283648,1591.900506,16.3,7.1,70879,8.5,25.8996321,5,106.2509198,9.250919762,26,163.3047828,125.9209589
59,AL,Sumter,13206,2304.525378,1427.620249,593.5605493,377.1160474,541.6830274,404.3782018,470.0280741,1827.497304,6.539335805,2.000000007,0,5.000000103,16.3,7.1,25931,33.2,1.849448143,0,20.30110371,0,3.849448143,8.050183952,20.06721852
60,AL,Talladega,81055,11038.38725,4817.862041,1244.862038,970.4620095,2557.136264,1555.479288,7740.310074,2925.046026,274.8883727,94.43092892,33.04345153,243.7375179,16.3,7.1,37911,22.4,7.849448143,2,78.40147162,0,12,50.20073581,95.90116503
61,AL,Tallapoosa,40611,3484.730858,1799.873021,1064.985018,272.2470734,754.1766828,690.1461704,2543.950304,824.0803323,96.94110133,17.30787457,10.59607552,88.61212624,16.3,7.1,39051,21.7,6,1,34.64871233,0,8,22.84944814,42.11801565
62,AL,Tuscaloosa,204736,34859.58024,12641.04349,1416.145729,1513.177807,7647.39852,3919.3507,21741.21039,11864.19312,858.9298914,375.8340569,120.2607103,751.4315381,16.3,7.1,47868,20,24.8996321,4,129.003679,3.899632095,22,171.7025753,163.8937208
63,AL,Walker,64933,7858.659654,3491.945044,1195.296728,644.1585771,1775.324,1162.076273,6112.44696,1276.015464,435.3993203,39.28389622,22.66432761,386.4124477,16.3,7.1,37305,20.6,10,2,46.69889629,-0.050183952,11.05018395,44.79926419,73.35608284
64,AL,Washington,16828,1478.896947,630.0267184,275.0898538,89.37601382,398.207005,229.4978916,1081.172873,366.7610167,6.279486483,2.134174135,15.74998614,12.07889514,16.3,7.1,42658,22.4,3,0,10.05018395,0,2.949816048,1.949816048,16.6332107
65,AL,Wilcox,10903,4997.128568,3555.235862,597.5051522,538.8921566,1336.624194,746.6462012,960.387047,4011.082404,40.72640401,4.000000042,5.304732492,15.35438177,16.3,7.1,23014,33.2,6.899632095,0,9.100367905,0,4.949816048,2.899632095,18.98296543
66,AL,Winston,23929,1459.032655,650.0533453,407.1480827,89.63748983,331.320442,263.0160919,1399.383853,3.304613207,41.14939156,2.045576096,5.881634708,47.84048861,16.3,7.1,36497,18.9,5.849448143,0,24.1003679,0,5.899632095,10.94981605,24.97909002
67,AK,Aleutians East,3381,2203.00003,1097.387178,121.3170448,54.15597856,219.9999962,97.99999907,507.9999964,210.0000062,280.0000028,787.9999923,515.9999959,163.9999986,11.6,3.7,57015,17.4,4,0,0,0,3,1,5
68,AK,Aleutians West,5781,1243.229053,476.8027975,139.5008316,35.72698615,209.0351916,76.21187723,305.8104071,34.53017682,68.21076101,202.293689,595.4608989,97.70931878,11.6,3.7,80695,8.5,4.050183952,0,0.949816048,1.050183952,2.949816048,-0.100367905,3.753875409
69,AK,Anchorage,297613,80039.72364,14923.51128,993.5472722,1418.287781,20527.21294,5427.888248,58056.93975,3472.30267,5557.705074,5615.873556,4872.123999,7178.471845,11.6,3.7,77791,8.7,33.05018395,13.20073581,50.54834443,19.64871233,24,208.3512877,117.4752146
70,AK,Bethel,17955,11504.86349,7143.35017,2488.985747,1336.778865,4363.527913,764.0721545,722.8114388,27.61951477,75.03831177,28.7930347,10355.55162,364.1976417,11.6,3.7,44849,24.2,23,0,4.949816048,0,13.74908024,5.949816048,51.32404958
71,AK,Bristol Bay,905,996.9999981,176.1024336,41.44974882,21.25628132,225.0000012,83.00000021,481.0000026,0,23.99999997,8.000000014,334.0000028,170.9999983,11.6,3.7,66373,9,1.949816048,0,-0.050183952,0,2,0,2
72,AK,Denali,1927,1826.000014,418.7696352,3.625863904,21.2105264,411.0000025,137.0000001,1636.999998,9.999999981,42.00000017,18.99999997,64.9999996,94.0000005,11.6,3.7,73000,6.6,1.050183952,0,3,0,14.52877096,3.100367905,0.087515329
73,AK,Dillingham,4987,2461.509666,1560.616205,541.4200812,290.8527827,894.0181943,187.0000006,141.5106503,1.999999951,24.99999976,0,2136.99903,178.999997,11.6,3.7,50753,20,3.899632095,0,0.949816048,0,2.849448143,1,7.949816048
74,AK,Fairbanks North Star,99630,33612.38394,7100.793605,819.0007292,577.4074863,8925.389602,1863.709458,26236.60015,1503.38727,2124.812243,825.2925556,2117.173845,2787.364666,11.6,3.7,70881,8.1,6.949816048,4.050183952,24.1003679,5.849448143,8,44.05018395,25.87933529
75,AK,Haines,2516,518.8941366,186.6198209,30.82692701,24.9495418,98.61738151,58.28279315,445.8412396,0,13.42534292,4.035394716,25.09822376,43.91927718,11.6,3.7,57876,10.9,3,0,0,0,2,1,3
76,AK,Hoonah-Angoon,2137,2136.904788,833.5112167,262.3165505,172.6730716,418.0000016,286.999999,1003.904793,7.999999892,76.99999871,12.00000002,886.9999909,224.9999984,11.6,3.7,53726,16.2,4.20073581,0,3.150551857,1.050183952,2,2.100367905,76.89724335
77,AK,Juneau,32601,10062.6729,1847.190111,326.6536421,261.9211714,2592.484198,713.6300101,7191.302594,78.7414953,506.7066799,497.7072152,1115.93703,1131.679772,11.6,3.7,82892,8,3.899632095,3,7.100367905,3.100367905,5,28.25091976,11.94145206
78,AK,Kenai Peninsula,58029,10888.78506,3232.789851,868.9158729,340.5580253,2687.927258,1281.299694,8810.116016,43.58425337,278.0977321,142.1181666,1206.621774,658.3318477,11.6,3.7,62025,11.4,16.8996321,2,17.8996321,8.899632095,11,44.55202348,36.71297521
79,AK,Ketchikan Gateway,13706,1062.598917,217.5016473,48.42102737,38.03379313,268.1511233,105.9073589,726.0677969,4.867264704,42.22011652,15.0298256,198.7204565,117.5963247,11.6,3.7,65314,10.3,4.050183952,0,2.899632095,6.150551857,3,11.20073581,11.15055186
80,AK,Kodiak Island,13766,1948.659208,626.0822675,95.646433,61.67488671,601.6891199,97.30710718,1328.227571,22.14848213,102.0317085,31.88383973,420.1571943,140.5835349,11.6,3.7,67515,7.5,5,0,2,1.050183952,1.949816048,6.050183952,8.508057405
81,AK,Lake and Peninsula,8187,1628.68562,709.7515764,272.0474083,104.9684068,491.7511724,125.2018202,378.0588606,9.000000155,42.99999991,5.875587507,1060.999998,169.7511737,11.6,3.7,42120,19.3,2.100367905,0,2.100367905,0,0.949816048,0,9.138005869
82,AK,Matanuska-Susitna,1592,23011.25533,6784.926225,740.7372748,1029.939331,6285.848063,1917.929194,19619.08116,222.4469558,846.2320814,239.0551325,1310.396354,1579.795814,11.6,3.7,76601,9.8,9.899632095,3,16.84944814,5.050183952,5.899632095,35.94981605,39.12127789
83,AK,Nome,101068,5276.007638,3615.820303,1293.655513,695.9128864,1989.889675,322.8693289,357.1649774,6.999999849,22.99999972,11.9999999,4749.968178,149.8744899,11.6,3.7,52952,21.4,19.20073581,0,0.949816048,0,14.79926419,0.899632095,24.73265884
84,AK,North Slope,9885,5522.182352,1244.494401,584.7213971,137.2192184,944.7292187,229.0737555,2472.653193,53.0401053,121.4047909,76.4862048,2728.893891,182.010289,11.6,3.7,70834,12.6,7.899632095,0,2,0,5.899632095,3,11.86230072
85,AK,Northwest Arctic,9795,4322.062938,2561.965826,829.8414235,459.0526423,1618.950981,245.9509862,333.9346488,7.999999872,14.99999995,2.000000008,3766.128289,210.9999977,11.6,3.7,53774,26.3,8.050183952,0,1.949816048,0,13,3.100367905,20.57527593
86,AK,Petersburg,7771,180.2305477,25.25958408,22.24101296,7.01060494,48.4784221,14.7214776,148.8864658,0.92279921,8.661489376,2.005090508,10.17346134,18.2427297,11.6,3.7,63098,7.9,3.150551857,0,4.20073581,2.100367905,3,3.150551857,0.899632095
87,AK,Prince of Wales-Hyder,3259,1758.792648,820.7861325,274.6470379,156.8110917,362.4727784,195.1334414,1273.478025,4.99999998,31.00000019,6.00000002,361.2886708,105.0259502,11.6,3.7,45305,15.6,5.250919762,0,5.250919762,0,4,3.150551857,1.707260277
88,AK,Sitka,6505,1632.249762,367.0434028,121.7125033,53.49145842,400.8710088,162.8967856,1136.608498,5.792384265,68.15095337,46.11099473,259.8119466,175.938223,11.6,3.7,68472,9.2,4.050183952,0,1.949816048,-0.050183952,3,4.050183952,3.079151337
89,AK,Skagway,8778,2.999953762,0.488926064,2.503658891,0.062154739,0,0.70064373,2.999953762,0,0,0,0,0,11.6,3.7,65878,3.7,2.100367905,0,1.050183952,2.100367905,14.52877096,2.100367905,77.19834706
90,AK,Southeast Fairbanks,1087,3323.084476,1323.155916,189.2452211,172.8846888,796.6091329,374.7371892,2353.661293,16.37562221,56.41648516,28.39901769,713.9734646,208.3143942,11.6,3.7,60203,13.5,4,0,5,0,3,2.899632095,5.862300718
91,AK,Valdez-Cordova,6804,5010.710886,1475.791806,181.9287834,177.0660804,1235.97954,379.5504999,3750.730685,24.94737081,164.4426031,74.16924221,807.3210842,325.7381623,11.6,3.7,70101,9.5,8.050183952,0,8.050183952,2,3.949816048,6.949816048,14.1454501
92,AK,Wade Hampton,9322,4615.000002,3120.823723,1057.511768,578.4804718,1934,271.9999993,123.9999998,0.999999986,3.000000041,9.000000049,4413.999997,67.00000031,11.6,3.7,48607.26259,16.26303378,12.74908024,0,1,0,13.94981605,0,76.15703005
93,AK,Wrangell,2459,510.6244347,155.5623274,20.06835808,32.01171273,105.576736,70.54157463,419.428259,2.397248556,5.588994345,6.287618639,46.4066726,35.40601698,11.6,3.7,54500,12,3.150551857,0,1.050183952,0,2,1.050183952,77.12307114
94,AK,Yakutat,635,662.000001,167.8456684,26.49056628,26.49056628,162.0000003,64.00000075,281.000001,2,17.00000015,27,236.9999984,102.9999994,11.6,3.7,53795,15.4,2,0,0,0,2,0,2
95,AK,Yukon-Koyukuk,5466,5587.999995,2779.799148,1116.94426,718.4970757,1552.000002,568.9999992,1243.000003,10.00000006,65.99999983,13.99999986,3992.000001,323.0000004,11.6,3.7,37755,23.4,8.849448143,0,3.899632095,0,6.899632095,0,31.32792499
96,AZ,Apache,71022,50446.81414,33893.46295,2540.051738,4578.405243,16011.46854,5992.641511,8602.417554,111.8995085,1987.591347,106.0072329,40350.80043,1260.644644,17.4,6.5,31072,38,8.949816048,0,41.35128767,0,27.05018395,11.79926419,45.32251664
97,AZ,Cochise,126502,55218.5392,19006.01813,1453.672929,2722.279958,11841.92087,10314.61039,44249.76395,2810.002895,12498.49133,1346.285528,592.8598658,5998.05603,17.4,6.5,43451,16.9,16.05018395,3.050183952,59.1003679,9.050183952,17.05018395,57.44797652,93.10689237
98,AZ,Coconino,139024,41435.55369,18592.683,1513.258059,2432.216368,11146.78845,4642.268737,19894.87407,253.464414,3413.623414,322.5797447,18956.7011,1962.97756,17.4,6.5,51955,19.5,20.15055186,3,79.84944814,11.94981605,22,128.2509198,93.86536659
99,AZ,Gila,53006,17451.06612,8482.627898,936.4039709,1479.045535,3944.268236,3846.810431,10837.60865,38.57219642,1894.735925,48.65160857,5704.252007,809.6103968,17.4,6.5,41346,21.3,5.949816048,2.050183952,31,0.949816048,7.949816048,31.94981605,44.79600196
100,AZ,Graham,37873,13894.46277,7073.948659,451.0747296,1076.633583,4144.881698,1357.564542,7617.013936,224.9345877,3199.378555,71.32546494,4937.86878,1027.099859,17.4,6.5,44169,22.9,6,1,17.94981605,2.050183952,5,14.74908024,24.37484671
101,AZ,Greenlee,9575,5895.55885,2577.203931,129.1335893,255.699462,1703.686653,686.1574574,4669.455571,56.13823195,2609.859412,34.65010694,115.7266634,1017.059636,17.4,6.5,58854,10.1,2.050183952,0,5.899632095,-0.050183952,1,3.100367905,10.10842531
102,AZ,La Paz,20483,8846.861616,3883.631241,514.6263979,505.7561842,885.767219,4301.447382,7540.850722,28.3011103,1053.404644,35.17360749,454.2205115,786.3156689,17.4,6.5,34835,22.2,5.949816048,1,21.1003679,0.949816048,5.899632095,16,35.2213392
103,AZ,Maricopa,4175049,511215.5724,167933.0171,13845.2202,18993.93278,122203.7978,86014.56148,389366.236,23170.36321,129063.8279,14730.52304,10079.04036,73145.34501,17.4,6.5,56017,16.3,466.0966889,97.60220743,968.5446654,212.5985284,417.050184,3075.274317,2071.395953
