FIPS,County,NEAREST_1,NEAREST_2,NEAREST_3,NEAREST_4,NEAREST_5,NEAREST_6,NEAREST_7,NEAREST_8,NEAREST_9,NEAREST_10,NEAREST_11,NEAREST_12,NEAREST_13,NEAREST_14,NEAREST_15,NEAREST_16,NEAREST_17,NEAREST_18,NEAREST_19,NEAREST_20
1089,Madison,1089,19135,13075,42073,21025,48289,29031,49029,36087,56017,34003,6099,28091,51127,48283,18131,32017,51036,8083,45025
1091,Marengo,1091,6065,48353,28011,13097,42009,48097,20101,17185,26033,39037,17009,27085,32011,13121,6103,13103,38087,10005,12021
1093,Marion,1093,13243,21239,50005,28063,49045,31063,4003,39157,51003,12105,41043,26143,20079,45071,5133,30077,21073,5061,28021
1095,Marshall,1095,51057,20207,40141,45031,21175,13017,31099,13155,38093,8113,42003,6023,29197,51159,17145,18017,5053,17077,51193
1097,Mobile,1097,31141,18151,21143,37085,48457,29145,5147,21157,12089,51167,31007,4017,38035,55131,36065,6093,42047,47065,18033
1099,Monroe,1099,8075,55071,6051,22085,39011,6089,37141,27161,31109,39003,48007,54019,40069,8109,28027,48141,20057,54081,17187
1101,Montgomery,1101,20009,36019,55093,6063,17107,8103,41001,39049,27111,31147,13221,48277,22049,53077,48133,41041,18175,42133,29051
1103,Morgan,1103,18181,34013,26011,27117,51085,20073,34039,49035,48103,45055,21197,28077,5051,40065,13321,28065,6077,12009,13277
1105,Perry,1105,20195,24043,17171,54021,22015,16049,13035,13255,54013,4011,6007,48253,22119,2110,39057,13151,27003,22017,53059
1107,Pickens,1107,29049,10003,39115,34033,22035,13145,21015,54031,23021,17029,29139,48489,55037,8073,8037,28055,13245,51171,48439
1109,Pike,1109,12103,39117,28115,51017,29005,13105,27157,31029,42075,22059,15003,48093,18061,48189,49055,20185,40127,46005,40023
1111,Randolph,1111,55129,18139,20109,24023,48459,48047,8005,29173,28069,48237,20091,24035,35005,41009,13107,17049,49007,39079,48415
1113,Russell,1113,42029,46025,6097,51165,39119,48425,30103,48125,21041,45037,16003,21223,29003,21103,29073,29063,53005,30039,48221
1115,St. Clair,1115,6059,48317,30007,17027,8014,48213,13091,20139,24017,18011,53013,45027,21135,8085,27173,48009,21089,5013,20071
1117,Shelby,1117,48505,29041,46089,20197,32001,13289,54049,8077,26041,55069,48165,35017,5027,18109,28079,54103,8059,48447,20177
1119,Sumter,1119,32005,46041,27093,18041,24001,48203,24011,13149,55113,54035,20063,5017,13077,29173,41009,17079,20091,54053,29095
1121,Talladega,1121,17005,48247,20199,54061,24033,39145,55013,26153,8059,48467,27151,41007,20045,8029,55067,24003,8031,6017,18097
1123,Tallapoosa,1123,17173,55041,55005,28159,54093,41057,28103,20181,46031,30067,22111,55095,29165,20193,48427,22067,18005,54001,54023
1125,Tuscaloosa,1125,49019,21037,5091,30093,13263,12043,21117,20061,45011,55119,51187,5073,46021,4013,8073,8117,27095,48113,46051
1127,Walker,1127,46039,29079,16085,51047,8049,39013,18045,26135,21201,5057,28049,50009,31065,55019,21097,13249,13261,12093,21181
1129,Washington,1129,31185,17059,46075,55015,2230,27165,13305,54045,51001,30045,18001,23015,19057,20081,48025,16009,5095,17069,18179
1131,Wilcox,1131,31067,40095,13051,23009,39149,27139,13135,55061,18125,16035,22031,17169,42061,48017,18173,48399,54067,55003,20083
1133,Winston,1133,5109,46011,48495,13177,28029,29129,18171,26129,21017,31073,23003,51109,39019,2185,39067,21049,29099,51137,34019
2013,Aleutians East,2013,37169,37117,40153,12029,19023,47155,48265,48157,47165,26005,47029,25021,36001,19133,48205,36015,47097,5009,48341
2020,Anchorage,2020,47063,29155,27135,48019,31161,32003,22087,38013,30101,22113,6053,37081,47059,48015,26159,16007,36039,25017,37143
2060,Bristol Bay,2060,30087,48251,51139,13053,45003,46029,21081,46019,42045,28149,41047,30023,20039,48061,48269,5081,26137,13197,50019
2068,Denali,2068,13247,17017,42055,55051,1047,48181,48441,30037,48079,20135,27167,13089,32021,39109,54015,18125,28083,18027,45013
2090,Fairbanks North Star,2090,27003,54041,13159,22119,2110,48417,13035,30057,18055,27155,16049,20051,39047,24021,41061,54021,4011,48085,35035
2100,Haines,2100,49013,45051,18035,13267,48401,13233,5079,20107,54011,40067,17191,31129,55087,1023,48431,13279,48249,13143,24019
2110,Juneau,2110,22119,18055,27003,27155,4011,48085,13035,2090,16049,48253,30057,48417,48501,24021,54041,22015,45049,24043,13159
2122,Kenai Peninsula,2122,21227,47047,37099,29067,17011,41011,19131,51067,16019,25007,40091,39123,6049,22003,12131,41045,39143,37049,19085
2130,Ketchikan Gateway,2130,31103,47009,26091,36057,22019,37195,31039,22057,47147,19045,31021,5093,51035,47125,35055,29209,40081,19069,22051
2150,Kodiak Island,2150,51157,26137,13197,48269,46029,28149,12055,34007,39121,21081,21191,29183,18165,30087,34015,46019,49023,2060,29061
2164,Lake and Peninsula,2164,26031,6011,28125,39061,54073,51069,17013,20065,20179,13293,17023,34011,55107,4009,48067,29177,41059,29047,41027
2170,Matanuska-Susitna,2170,37113,19131,16019,48319,12091,37049,27125,22003,51063,21227,48321,26121,47157,51121,46053,42081,20033,31069,25007
2185,North Slope,2185,34019,23003,13273,21067,51109,46011,5109,12097,39019,1133,6013,26103,55053,8057,8011,48495,18171,45039,56029
2188,Northwest Arctic,2188,26059,31167,22109,37101,56025,12031,40007,29009,5111,40109,31157,51077,42083,47121,48285,21221,29119,41025,19031
2220,Sitka,2220,22107,39031,29075,48345,20113,35053,26079,17019,48035,8025,50015,21211,30039,13239,55035,21103,45081,21073,45037
2230,Skagway,2230,55015,54045,13305,17059,49021,53067,38033,30045,51001,1129,18001,18179,19111,31185,48347,5001,29217,27165,46075
2275,Wrangell,2275,16023,13313,29011,36049,31105,31143,19115,54047,48175,5095,6071,18003,13213,46095,42033,27091,40087,19057,40049
4001,Apache,4001,21047,19163,37191,19081,47123,51197,41025,12033,5037,55079,42105,31037,31123,29009,47107,40125,16011,39051,5111
4003,Cochise,4003,5061,50005,29081,39157,42017,28021,26143,48217,1093,21209,56029,55053,26103,27035,21239,13243,31063,13307,51079
4005,Coconino,4005,37131,19149,37057,26125,55045,53065,16041,47149,25009,19127,42049,36123,22071,37091,47025,47187,5129,55065,5101
4007,Gila,4007,13209,48077,20203,35029,55115,53069,30025,18095,1015,27129,55031,48227,39087,20059,29103,21019,41069,24019,1029
4009,Graham,4009,17023,34011,29047,51069,29177,39061,20179,55107,26031,39009,41059,13033,26029,2164,41027,1007,6011,1017,28125
4011,Greenlee,4011,48253,22015,16049,22119,2110,48085,13255,27155,45049,18055,13035,48501,34009,54003,29107,18153,27003,24043,1065
4012,La Paz,4012,18019,42071,50013,48143,29087,13317,41053,28025,46115,39089,38037,13181,48387,29151,1087,1011,18143,22021,29051
4013,Maricopa,4013,27095,55119,46051,8117,30093,21037,13269,1125,15009,20061,5091,51187,49019,39111,41005,5073,21117,13079,12043
4015,Mohave,4015,47027,19027,19065,12005,31091,17089,47077,30029,37111,22055,17037,48233,48453,37021,22099,48031,47113,37033,35007
4017,Navajo,4017,21157,37085,51167,19103,19147,30015,6019,40115,55133,18151,51191,1097,47153,18087,37105,12089,29145,31141,47007
4019,Pima,4019,1085,29141,42041,13219,8043,28043,26053,38041,54101,27037,17129,31133,20165,8125,17125,13059,18037,13297,18117
4021,Pinal,4021,18013,1037,13009,39141,55095,20181,18005,27025,12099,27149,41057,27121,28159,28007,13169,30011,29007,6057,13163
4023,Santa Cruz,4023,19145,51163,39139,50001,42107,48109,30063,45007,38065,26085,1045,28145,21029,12101,46111,26061,22025,29169,29161
4025,Yavapai,4025,55081,45023,18111,16015,6001,21151,5097,33009,48145,29093,26051,51145,19039,51075,34041,20015,1079,13205,13007
4027,Yuma,4027,29137,5003,24035,48237,48033,17049,28069,41021,48459,24023,39079,6045,18145,54077,48499,30003,28099,20209,17051
5001,Arkansas,5001,31059,53067,20055,49021,48347,13115,42021,19111,38033,17193,54045,48409,13305,2230,18075,37047,46117,55015,30045
5003,Ashley,5003,17049,24035,4027,28069,41021,48459,48237,49027,29137,20209,24023,30003,6045,48033,39105,48415,13165,39079,54057
5005,Baxter,5005,40145,47159,12041,40093,47053,5089,48259,26163,47029,17007,17201,38019,47045,36001,12001,19013,37015,47089,30019
5007,Benton,5007,40083,47035,36009,26025,31179,35021,47079,47083,12019,22101,48295,48357,19105,31139,48137,36077,26075,47019,16077
5009,Boone,5009,26005,36101,48265,26161,36095,36001,40037,37065,30053,47093,47021,25021,5089,26163,30019,53057,5015,40045,48089
5011,Bradley,5011,6017,41007,29205,8029,8031,38021,18059,46137,20045,20089,39145,28101,18097,27023,13283,48423,45043,24041,26153
5013,Calhoun,5013,29121,23007,20183,20139,27023,18097,48009,28123,13175,17027,48317,26153,8014,39145,8031,13023,24033,27115,6059
5015,Carroll,5015,53057,31013,37065,55059,19097,37127,48089,36095,36003,31173,30053,40037,26161,36077,26075,47093,16005,47021,30005
5017,Chicot,5017,17079,29095,13149,48497,55113,30097,48415,24001,29173,20029,13251,53011,55075,32005,48151,13165,48315,48261,46091
5019,Clark,5019,13081,55141,21011,18157,54009,48135,12061,1043,27081,28127,48479,35023,34023,32027,29211,17133,39081,6037,46093
5021,Clay,5021,16071,47013,22095,53019,35028,37003,40117,41035,36025,26093,26065,55065,37185,31045,36051,5101,12129,47187,37097
5023,Cleburne,5023,51169,21105,26147,40139,16063,40035,55055,28047,36067,42123,19041,47177,31183,36011,26027,35047,26149,21083,19095
5025,Cleveland,5025,31181,13309,38045,29103,21019,26001,48131,28061,17081,1015,18095,56003,24037,20003,18057,45041,35029,30059,24009
5027,Columbia,5027,48165,26041,32001,6101,51107,13021,54095,48207,34001,29041,13079,28163,46089,17083,48447,55069,39025,1117,45009
5029,Conway,5029,31175,40149,47127,29201,28109,37167,18141,38027,13185,21095,21131,42039,36079,51181,23031,48163,37123,19157,26087
5031,Craighead,5031,19197,48361,55101,47145,19097,37005,16077,47125,36077,37009,47105,22057,38105,5015,31013,31179,31173,53057,16005
5033,Crawford,5033,33005,46135,48271,17043,47039,51117,47135,38049,35043,39035,26037,29181,21231,12077,26067,22121,39085,22033,19043
5035,Crittenden,5035,48239,40133,37039,31053,37107,46123,39051,16011,12113,51155,22011,48327,27119,39069,21177,19195,12033,20025,37075
5037,Cross,5037,31037,39171,1003,48241,40125,21047,38053,19163,4001,42023,55089,29109,47107,37191,48351,51173,47139,19189,17161
5039,Dallas,5039,28129,31061,27017,29001,20031,55097,23017,17189,18023,48329,42125,8085,21043,27173,1009,13091,27083,13315,49049
5041,Desha,5041,17047,13109,18135,48365,49001,31169,56033,24045,54079,38073,13223,17001,27085,48273,8087,32011,20101,16061,29013
5043,Drew,5043,8001,28075,55078,18065,29127,26097,17025,1029,16059,48183,20121,32015,24041,6003,13043,42111,39087,20089,39053
5045,Faulkner,5045,42121,47051,28131,48013,20129,53063,17153,48471,13101,6047,19143,37153,55021,31077,21007,17003,20099,19107,27137
5047,Franklin,5047,21147,22063,36037,37109,47101,40071,17031,12073,26037,29181,46027,51117,48483,39085,19049,48287,12039,33011,55043
5049,Fulton,5049,37177,37033,37199,40021,48209,47087,48233,36107,22099,31107,36007,47133,37145,40001,40047,37115,12001,26015,48377
5051,Garland,5051,40065,27117,21129,26011,48103,34013,51085,33003,18181,55057,12009,1103,35057,45057,21197,34031,28077,41017,13321
5053,Grant,5053,51159,53075,20075,18067,45031,28067,29197,17145,55137,13017,42003,16037,36059,6023,26069,51193,21063,1095,19051
5055,Greene,5055,47001,48245,30035,48055,31149,37067,40143,37041,41029,47043,31043,19193,36097,19075,30091,48201,19187,47141,47189
5057,Hempstead,5057,16085,51047,28049,13249,1127,39013,50009,46039,55019,48139,21097,21201,29189,29079,8049,12093,26135,18045,6113
5059,Hot Spring,5059,8099,6077,8069,48161,42007,18015,28065,17157,13287,30079,34017,29171,51033,49035,19007,20073,31137,45061,21237
5061,Howard,5061,29081,42017,4003,39157,48217,56029,50005,28021,26103,21209,26143,55053,13307,13273,1093,21067,27035,17183,20115
5063,Independence,5063,16017,19113,47163,16067,19151,47175,38099,48291,56015,37037,12003,47091,25013,21035,40041,37183,48187,36053,26023
5065,Izard,5065,25003,48091,48465,41033,36109,38075,37143,48201,47059,37081,19187,12037,36097,30035,48245,19075,38095,48055,22113
5067,Jackson,5067,47143,53029,29119,48199,31157,31119,40109,26023,42083,36053,12031,56025,21035,47121,19031,51191,40007,6019,47007
5069,Jefferson,5069,18053,20093,8123,45033,26095,28153,35011,17055,40033,31035,48073,13161,38003,13005,21159,54099,41013,19177,51133
5071,Johnson,5071,29023,26155,48463,47119,35049,12065,39007,48051,21235,51025,30073,51081,55049,40113,40129,33011,46127,12073,38069
5073,Lafayette,5073,20061,48113,12043,39025,45009,28163,46021,6101,13079,34001,17083,54095,1125,48207,49019,51107,21037,55119,13263
5075,Lawrence,5075,36017,37189,30041,37063,38009,25027,25015,37193,12109,40119,12007,37135,37069,12037,27077,38079,48043,6107,12019
5077,Lee,5077,16079,8105,21233,29057,27043,55117,39125,13123,13127,38097,17131,48403,31023,21107,13111,31159,35009,48391,49009
5079,Lincoln,5079,18035,31129,20107,28023,48249,2100,13279,54011,48401,24019,49013,55031,41069,29111,27129,45051,29045,23011,17191
5081,Little River,5081,50019,21187,42045,51139,13053,41047,53005,48251,2060,46019,30087,6055,48061,1075,22065,12049,1057,39059,29063
5083,Logan,5083,39055,6087,47099,33013,18089,37071,48331,51135,46083,29223,12127,22091,55103,13131,6029,21125,22105,26145,51111
5085,Lonoke,5085,20067,21195,19101,51115,56043,28041,48297,17087,53045,13083,18183,23023,38039,27063,37165,48455,13299,20037,42031
5087,Madison,5087,17097,27069,53073,31051,38023,37083,47085,22089,31017,25017,19061,38013,31165,22093,22007,47173,40117,32003,38067
5089,Marion,5089,26163,36001,48259,30019,5005,40145,36101,26005,47159,12041,47089,47045,25025,37015,5009,17201,47029,17177,16083
5091,Miller,5091,49019,21117,21037,1125,30093,13263,51187,45011,8073,41005,29025,12043,21015,55119,8037,20041,4013,20061,34033
5093,Mississippi,5093,22051,27089,47147,19069,17015,22019,48205,37171,47155,40153,30005,16005,47009,35055,22057,25021,31173,36093,48089
5095,Monroe,5095,19057,29011,36049,46075,37017,13313,21225,31185,2275,42033,40049,13129,16023,1129,18003,48451,48405,17069,13213
5097,Montgomery,5097,21151,51075,16015,1079,6001,20015,48475,4025,55081,13095,29187,28085,46101,30049,18111,31047,26051,19053,45039
5099,Nevada,5099,45017,21161,53071,48003,12093,54051,48275,13193,30043,18107,51153,1073,34029,21201,38051,34005,29115,28121,20127
5101,Newton,5101,47187,55065,37059,22071,26093,53019,12123,16041,48111,47173,41035,40117,37131,5021,25009,47057,48473,36123,53073
5103,Ouachita,5103,48023,8047,55073,42059,26007,27115,13023,45027,27073,12111,18063,28123,30017,29115,20147,34029,13153,21135,13235
5105,Perry,5105,8083,18149,36087,49057,29031,42085,26157,51149,48313,13075,51087,37179,51036,16025,8009,19125,32013,18131,36117
5107,Phillips,5107,56019,13227,13191,40099,27013,53053,38017,21101,17071,39161,48007,35009,31159,29039,48391,54081,1025,39107,31151
5109,Pike,5109,46011,1133,48495,13177,28029,29129,18171,21017,26129,23003,51109,31073,2185,39019,39067,21049,34019,29099,51137
5111,Poinsett,5111,29009,51077,55079,19045,41025,22109,48285,31039,19081,2188,31167,26059,40081,47123,37101,42105,37195,47105,26091
5113,Polk,5113,19159,26035,48191,42095,21167,38015,1059,17075,20173,8089,50017,55063,27021,21021,16045,48309,13037,48389,13099
5115,Pope,5115,19167,47117,26021,19099,40025,38005,29207,49005,26049,56013,37025,21013,33015,12079,56001,22103,48185,51183,51175
5117,Prairie,5117,42065,55039,13295,17151,19087,38091,48005,51131,13047,13025,48235,27091,48025,6043,20081,36103,20037,17069,49053
5119,Pulaski,5119,23005,1071,30021,17181,28035,19179,20187,13003,48311,51073,48225,35019,21119,46071,26063,51119,20133,40031,21071
5121,Randolph,5121,31027,37181,16073,26045,12107,37027,48021,40103,47049,37077,22093,5143,36025,26065,25011,37003,38023,36121,53047
5123,St. Francis,5123,39039,48469,21107,17131,47139,31023,36043,42023,29109,27043,20119,37163,38053,38097,55089,19189,29057,13111,51021
5125,Saline,5125,45025,13019,48461,6099,20205,51127,21025,28073,27101,51097,55077,48283,31019,51101,49029,18049,56017,48289,18017
5127,Scott,5127,46033,6081,39153,29179,21137,17091,13201,48087,55123,1077,42089,46087,28005,38083,1033,51049,48323,12095,51147
5129,Searcy,5129,37091,47095,36123,25009,26125,55045,48473,40131,16041,47149,36021,40043,42049,12067,12123,48421,47057,22071,53065
5131,Sebastian,5131,17197,33019,49003,51037,22037,16001,31113,47181,12069,26083,42069,47071,13253,55023,45021,21207,37045,29035,46047
5133,Sevier,5133,45081,21073,41043,51079,42091,13259,35053,8025,31145,50005,29071,29075,28021,27035,1093,49045,4003,21209,22107
5135,Sharp,5135,6031,12045,19055,47005,19025,47171,22007,19019,19161,19061,38067,31165,47141,48149,16021,30091,19079,19093,47129
5137,Stone,5137,40011,55105,16053,26099,19011,47131,56031,19021,47015,22045,47073,40131,37029,37073,40097,31003,12125,41037,12023
5139,Union,5139,13319,29175,39131,48503,6061,18109,41055,45015,20177,28079,48447,18081,55069,48115,24031,54049,54077,48499,49039
5141,Van Buren,5141,51105,53009,28045,31071,55025,48339,40039,36027,40105,6015,38071,26027,12047,47031,19141,40147,36011,30085,47003
5143,Washington,5143,26045,37027,16073,37077,38023,31027,22093,53047,5121,25011,48071,47085,5087,26065,47017,16031,37181,12107,26015
5145,White,5145,42053,48373,21145,18087,47153,28039,30015,31125,18113,48255,55027,38063,13049,31011,47115,20021,48105,19103,40115
5147,Woodruff,5147,48457,21143,42047,18033,47011,31007,19139,31141,55131,53035,1097,36065,29097,6093,8007,40027,48413,29145,18151
5149,Yell,5149,33001,38103,6085,48395,39155,36055,53043,31041,13275,40055,21109,19181,26017,16039,51041,48507,21125,34037,51053
6001,Alameda,6001,5097,51075,18111,1079,4025,21151,51145,16015,31047,30049,45023,55081,46101,13205,20015,48475,40057,29187,13095
6003,Alpine,6003,48335,26097,48337,13043,42111,18065,8051,13045,20121,48273,5043,20157,29127,55083,20171,38081,17025,16069,54053
6005,Amador,6005,20071,53023,18057,26001,21089,24009,8085,38045,13091,31181,21043,8014,17189,5025,13309,28061,53049,29103,1115
6007,Butte,6007,39057,35035,17137,54021,55029,24043,13035,13159,1105,20195,16049,17171,20051,2090,20117,27003,28015,13151,22119
6009,Calaveras,6009,49051,1055,45041,24037,56003,18159,13271,53049,28061,20003,48131,26069,55135,48485,21127,29199,48173,27127,18067
6011,Colusa,6011,28125,2164,26031,39061,17013,20179,54073,51069,13293,55107,17023,20065,34011,48067,4009,18029,13033,29177,29047
6013,Contra Costa,6013,8011,12097,39019,51109,45039,18007,8057,34019,13095,21049,48475,29187,28085,20015,2185,19053,31073,46011,26129
6015,Del Norte,6015,55025,36027,19141,26087,40105,19157,53009,21095,29133,51105,42039,47003,12047,5141,28045,47031,18141,37123,40147
6017,El Dorado,6017,41007,8031,5011,38021,39145,18097,46137,27023,8029,29205,28101,26153,13175,20183,20045,18059,23007,1121,24033
6019,Fresno,6019,51191,55133,19147,47007,53029,4017,37085,47143,5067,36053,31119,21157,26023,21035,42083,19031,18151,31157,40109
6021,Glenn,6021,20063,13077,17149,28151,55113,54065,17033,27171,30097,48151,32019,30001,13251,29095,24001,54105,5017,54035,17079
6023,Humboldt,6023,17077,36059,45031,19051,20207,55137,51159,21153,18017,51097,53075,40141,1095,27101,5053,38093,51057,53027,18103
6025,Imperial,6025,54037,12099,8063,13207,27025,13169,8065,27149,46109,17061,20161,46063,13199,13171,54107,6057,54085,1037,54027
6027,Inyo,6027,30071,47111,22001,48031,19047,31075,19017,22075,40101,38101,17141,30029,35007,22055,31015,47033,29153,47075,12075
6029,Kern,6029,22105,19153,46083,36105,12127,37071,33013,47099,6087,51025,21235,30099,48051,5083,26145,18089,40009,39055,37119
6031,Kings,6031,12045,5135,19055,19019,47005,38067,16021,22007,31165,47171,19025,17111,19061,19161,47141,48149,19013,38019,19093
6033,Lake,6033,12015,32029,46037,48263,22123,18137,20143,48489,35051,48367,18029,48343,30067,17029,46031,54023,39167,48439,29165
6035,Lassen,6035,46073,48333,17203,13147,48437,19071,40127,27109,39033,53037,8055,42097,29169,32009,1031,21093,21163,31135,20151
6037,Los Angeles,6037,31137,54029,27081,1043,51033,48135,13287,21011,18157,29171,34023,55141,28127,48161,32027,45055,13081,35023,5019
6039,Madera,6039,21139,20175,49053,37051,16055,27075,47065,40051,8007,19063,55131,13047,46095,38091,13049,48255,51131,18033,27091
6041,Marin,6041,26113,55121,8107,29227,21005,39075,32023,29055,46081,13239,46077,17053,42077,48035,50023,48345,13061,20079,26013
6043,Mariposa,6043,37155,13229,13295,48235,19087,20037,55039,36103,31081,16009,28041,53045,17151,54059,5117,48005,42065,48025,20081
6045,Mendocino,6045,41021,30003,20123,54077,4027,48499,41055,48503,5003,20209,29137,29175,54057,48033,24035,17049,49027,20103,28099
6047,Merced,6047,55021,17003,27137,20129,18099,19143,47051,42121,13173,20125,37153,51095,5045,51181,36079,53063,17153,19123,48471
6049,Modoc,6049,12131,51067,41045,39123,29067,48299,22039,53007,40091,37099,48375,46023,31005,47047,36115,17103,2122,19089,37137
6051,Mono,6051,1099,48007,39011,28027,29185,8075,8109,6089,54019,48141,18163,21101,55071,27079,54081,13057,17109,53053,22085
